,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
214,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
223,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
230,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
233,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
239,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,republican,12,9,democrat,False,5
242,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,republican,3,0,democrat,False,5
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,republican,8,2,democrat,False,5
250,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
257,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,1,republican,16,14,democrat,False,5
274,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,republican,12,9,democrat,False,5
276,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,republican,16,14,democrat,False,5
279,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican,16,14,democrat,False,5
295,-1,1,-1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,republican,15,14,republican,True,5
296,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,republican,13,11,republican,True,5
302,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,republican,12,9,democrat,False,5
324,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,10,5,republican,True,5
327,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,16,14,democrat,False,5
339,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican,10,5,republican,True,5
343,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,republican,12,9,democrat,False,5
345,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,republican,12,9,democrat,False,5
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican,12,9,democrat,False,5
355,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,republican,13,11,republican,True,5
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican,10,5,republican,True,5
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican,16,14,democrat,False,5
378,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
379,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,16,14,democrat,False,5
392,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,10,5,republican,True,5
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,15,14,republican,True,5
413,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,-1,1,republican,10,5,republican,True,5
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican,12,9,democrat,False,5
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican,10,5,republican,True,5
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican,15,14,republican,True,5
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat,8,2,democrat,True,5
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,3,0,democrat,True,5
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat,16,14,democrat,True,5
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat,3,0,democrat,True,5
17,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
25,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
32,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat,3,0,democrat,True,5
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat,3,0,democrat,True,5
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat,3,0,democrat,True,5
77,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,democrat,10,5,republican,False,5
81,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,democrat,3,0,democrat,True,5
88,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,democrat,3,0,democrat,True,5
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat,3,0,democrat,True,5
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat,8,2,democrat,True,5
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
114,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
130,1,0,1,-1,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
137,-1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
145,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,0,1,democrat,3,0,democrat,True,5
149,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
151,1,1,0,1,1,1,-1,-1,1,-1,1,0,1,1,-1,-1,democrat,10,5,republican,False,5
152,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
157,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,0,0,0,0,democrat,3,0,democrat,True,5
165,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,0,democrat,3,0,democrat,True,5
168,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,0,democrat,13,11,republican,False,5
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,3,0,democrat,True,5
175,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
181,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
182,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
185,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,democrat,3,0,democrat,True,5
187,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
194,-1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
196,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,democrat,3,0,democrat,True,5
210,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
212,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
219,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
221,-1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
222,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
226,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
227,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,1,democrat,3,0,democrat,True,5
234,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,0,democrat,3,0,democrat,True,5
245,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
246,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,democrat,3,0,democrat,True,5
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
254,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
255,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
258,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
263,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
265,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
271,-1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
272,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
275,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,democrat,3,0,democrat,True,5
280,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,democrat,3,0,democrat,True,5
284,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,1,democrat,3,0,democrat,True,5
287,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,-1,0,1,democrat,8,2,democrat,True,5
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat,3,0,democrat,True,5
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat,3,0,democrat,True,5
298,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
307,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,0,democrat,3,0,democrat,True,5
325,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,1,democrat,3,0,democrat,True,5
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
329,1,0,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
331,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
337,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
341,-1,0,1,0,-1,1,1,1,1,1,1,-1,0,0,1,1,democrat,8,2,democrat,True,5
352,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,democrat,10,5,republican,False,5
354,-1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,democrat,3,0,democrat,True,5
358,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,democrat,3,0,democrat,True,5
360,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat,3,0,democrat,True,5
362,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,democrat,3,0,democrat,True,5
368,-1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,democrat,3,0,democrat,True,5
370,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,1,1,democrat,3,0,democrat,True,5
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat,10,5,republican,False,5
385,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,democrat,3,0,democrat,True,5
387,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,democrat,3,0,democrat,True,5
388,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,democrat,13,11,republican,False,5
389,1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
391,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,democrat,3,0,democrat,True,5
394,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat,8,2,democrat,True,5
395,1,1,1,0,-1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,democrat,8,2,democrat,True,5
396,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,1,democrat,3,0,democrat,True,5
397,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,democrat,3,0,democrat,True,5
398,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
406,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,democrat,3,0,democrat,True,5
411,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
414,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
415,-1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat,3,0,democrat,True,5
419,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
423,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat,3,0,democrat,True,5
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat,3,0,democrat,True,5
431,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,3,0,democrat,True,5
310,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,republican,17,5,democrat,False,6
217,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican,17,5,democrat,False,6
133,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
228,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,republican,17,5,democrat,False,6
113,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
306,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican,10,3,republican,True,6
195,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican,17,5,democrat,False,6
211,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
171,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
277,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,republican,28,15,democrat,False,6
351,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,republican,28,15,democrat,False,6
235,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,17,5,democrat,False,6
247,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,1,1,-1,-1,republican,17,5,democrat,False,6
119,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
281,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,republican,27,15,republican,True,6
8,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
363,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,republican,17,5,democrat,False,6
167,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,republican,28,15,democrat,False,6
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican,17,5,democrat,False,6
273,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,0,1,republican,17,5,democrat,False,6
251,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
405,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
402,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,republican,28,15,democrat,False,6
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican,17,5,democrat,False,6
409,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
204,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,28,15,democrat,False,6
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
89,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,0,republican,17,5,democrat,False,6
30,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
346,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
197,-1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,republican,28,15,democrat,False,6
148,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican,17,5,democrat,False,6
266,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican,17,5,democrat,False,6
156,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
141,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,republican,17,5,democrat,False,6
99,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,-1,republican,17,5,democrat,False,6
430,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican,28,15,democrat,False,6
300,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
347,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
374,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
140,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,republican,17,5,democrat,False,6
82,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
357,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
117,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,28,15,democrat,False,6
399,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
14,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,0,-1,0,republican,17,5,democrat,False,6
353,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,republican,28,15,democrat,False,6
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican,17,5,democrat,False,6
59,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican,17,5,democrat,False,6
304,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican,17,5,democrat,False,6
225,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
314,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,republican,17,5,democrat,False,6
253,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
303,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
335,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,republican,17,5,democrat,False,6
65,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
83,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
401,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican,17,5,democrat,False,6
231,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
125,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
207,1,0,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,republican,17,5,democrat,False,6
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican,17,5,democrat,False,6
56,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,republican,17,5,democrat,False,6
35,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican,17,5,democrat,False,6
317,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,22,7,democrat,True,6
289,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,democrat,21,7,democrat,True,6
342,-1,1,1,-1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,democrat,21,7,democrat,True,6
203,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
43,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
198,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,democrat,21,7,democrat,True,6
85,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat,21,7,democrat,True,6
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
236,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
189,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
52,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat,21,7,democrat,True,6
373,-1,1,1,0,1,1,-1,1,-1,1,0,-1,1,1,0,1,democrat,10,3,republican,False,6
238,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,0,democrat,21,7,democrat,True,6
426,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
144,-1,0,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,0,democrat,22,7,democrat,True,6
292,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,democrat,21,7,democrat,True,6
205,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,democrat,21,7,democrat,True,6
75,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat,26,15,republican,False,6
320,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,democrat,21,7,democrat,True,6
177,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,democrat,21,7,democrat,True,6
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat,17,5,democrat,True,6
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat,21,7,democrat,True,6
243,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,1,democrat,21,7,democrat,True,6
365,-1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,democrat,22,7,democrat,True,6
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
186,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
27,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
124,-1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
97,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,democrat,22,7,democrat,True,6
4,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,democrat,21,7,democrat,True,6
127,-1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,democrat,21,7,democrat,True,6
381,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,democrat,21,7,democrat,True,6
100,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,democrat,22,7,democrat,True,6
19,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat,21,7,democrat,True,6
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat,21,7,democrat,True,6
