,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
1440,I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,246,150,8.5,2.25,9
1441,I,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,246,150,8.5,6.25,9
1442,I,0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,246,150,8.5,12.25,9
1443,M,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,212,127,9.066666666666666,0.004444444444444413,9
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,246,150,8.5,6.25,9
1445,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,246,150,8.5,6.25,9
1450,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,246,150,8.5,2.25,9
1451,I,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,246,150,8.5,0.25,9
1453,I,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,246,150,8.5,6.25,9
1454,I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,246,150,8.5,6.25,9
1457,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,263,163,8.833333333333334,3.3611111111111134,9
1458,I,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,246,150,8.5,2.25,9
1464,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,263,163,8.833333333333334,0.027777777777777582,9
1472,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,263,163,8.833333333333334,0.027777777777777582,9
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,212,127,9.066666666666666,0.004444444444444413,9
1480,F,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,173,92,11.257425742574258,5.095970983236938,9
1491,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,173,92,11.257425742574258,5.095970983236938,9
1494,M,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,169,89,11.663157894736845,2.7660941828254932,9
1495,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,173,92,11.257425742574258,10.610822468385454,9
1496,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,169,89,11.663157894736845,7.0924099722991825,9
1497,M,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,169,89,11.663157894736845,2.7660941828254932,9
1512,F,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,173,92,11.257425742574258,5.095970983236938,9
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,169,89,11.663157894736845,0.43977839335180385,9
1519,M,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,169,89,11.663157894736845,2.7660941828254932,9
1522,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,169,89,11.663157894736845,0.43977839335180385,9
1526,M,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,169,89,11.663157894736845,2.7660941828254932,9
1527,M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12,169,89,11.663157894736845,0.11346260387811466,9
1528,M,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13,169,89,11.663157894736845,1.7871468144044254,9
1536,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,246,150,8.5,12.25,9
1539,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,246,150,8.5,2.25,9
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,246,150,8.5,2.25,9
1545,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,246,150,8.5,2.25,9
1547,I,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,246,150,8.5,6.25,9
1549,I,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7,246,150,8.5,2.25,9
1550,I,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,246,150,8.5,0.25,9
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7,246,150,8.5,2.25,9
1555,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,246,150,8.5,0.25,9
1556,I,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,246,150,8.5,2.25,9
1558,I,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,246,150,8.5,2.25,9
1559,I,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,246,150,8.5,2.25,9
1563,I,0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,246,150,8.5,2.25,9
1564,I,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,246,150,8.5,2.25,9
1573,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8,246,150,8.5,0.25,9
1574,M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,169,89,11.663157894736845,13.41872576177287,9
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,246,150,8.5,2.25,9
1576,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,246,150,8.5,0.25,9
1578,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8,246,150,8.5,0.25,9
1579,I,0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,246,150,8.5,0.25,9
1581,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,246,150,8.5,0.25,9
1584,F,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,263,163,8.833333333333334,8.02777777777778,9
1588,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,246,150,8.5,0.25,9
1589,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9,246,150,8.5,0.25,9
1590,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,246,150,8.5,2.25,9
1592,I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,246,150,8.5,0.25,9
1593,I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,246,150,8.5,0.25,9
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,246,150,8.5,2.25,9
1600,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,246,150,8.5,2.25,9
1602,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,175,95,12.10344827586207,9.631391200951251,9
1603,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,246,150,8.5,0.25,9
1604,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,169,89,11.663157894736845,2.7660941828254932,9
1605,I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,246,150,8.5,0.25,9
1606,I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,246,150,8.5,2.25,9
1607,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,246,150,8.5,0.25,9
1610,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,246,150,8.5,0.25,9
1611,M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,169,89,11.663157894736845,2.7660941828254932,9
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10,169,89,11.663157894736845,2.7660941828254932,9
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9,212,127,9.066666666666666,0.004444444444444413,9
1626,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8,263,163,8.833333333333334,0.6944444444444454,9
1628,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,175,95,12.10344827586207,9.631391200951251,9
1631,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,246,150,8.5,12.25,9
1632,M,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8,169,89,11.663157894736845,13.41872576177287,9
1633,I,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,175,95,12.10344827586207,4.424494649227112,9
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,173,92,11.257425742574258,1.5811194980884233,9
1643,F,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8,263,163,8.833333333333334,0.6944444444444454,9
1644,M,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,169,89,11.663157894736845,2.7660941828254932,9
1645,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,212,127,9.066666666666666,0.8711111111111115,9
1647,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10,173,92,11.257425742574258,1.5811194980884233,9
1651,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,173,92,11.257425742574258,10.610822468385454,9
1653,M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,169,89,11.663157894736845,2.7660941828254932,9
1655,F,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,173,92,11.257425742574258,10.610822468385454,9
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,169,89,11.663157894736845,7.0924099722991825,9
1658,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,175,95,12.10344827586207,16.83828775267539,9
1660,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,169,89,11.663157894736845,7.0924099722991825,9
1665,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,173,92,11.257425742574258,10.610822468385454,9
1669,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,173,92,11.257425742574258,1.5811194980884233,9
1673,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,175,95,12.10344827586207,9.631391200951251,9
1674,M,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9,169,89,11.663157894736845,7.0924099722991825,9
1678,I,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,175,95,12.10344827586207,0.010701545778834809,9
1679,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12,173,92,11.257425742574258,0.5514165277913926,9
1685,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,175,95,12.10344827586207,4.424494649227112,9
1688,M,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11,169,89,11.663157894736845,0.43977839335180385,9
1693,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,175,95,12.10344827586207,9.631391200951251,9
1695,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,173,92,11.257425742574258,10.610822468385454,9
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11,169,89,11.663157894736845,0.43977839335180385,9
1699,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13,175,95,12.10344827586207,0.8038049940546961,9
1701,F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,173,92,11.257425742574258,1.5811194980884233,9
1706,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,169,89,11.663157894736845,2.7660941828254932,9
1708,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14,169,89,11.663157894736845,5.460831024930736,9
1709,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9,169,89,11.663157894736845,7.0924099722991825,9
1712,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,173,92,11.257425742574258,5.095970983236938,9
1714,F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,173,92,11.257425742574258,1.5811194980884233,9
1716,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12,173,92,11.257425742574258,0.5514165277913926,9
1720,M,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9,169,89,11.663157894736845,7.0924099722991825,9
1721,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10,169,89,11.663157894736845,2.7660941828254932,9
1725,M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9,169,89,11.663157894736845,7.0924099722991825,9
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12,173,92,11.257425742574258,0.5514165277913926,9
1729,M,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11,169,89,11.663157894736845,0.43977839335180385,9
1731,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11,173,92,11.257425742574258,0.06626801293990797,9
1732,M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12,169,89,11.663157894736845,0.11346260387811466,9
1734,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12,169,89,11.663157894736845,0.11346260387811466,9
1736,F,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13,173,92,11.257425742574258,3.036565042642877,9
1737,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10,173,92,11.257425742574258,1.5811194980884233,9
1739,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13,169,89,11.663157894736845,1.7871468144044254,9
1740,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10,173,92,11.257425742574258,1.5811194980884233,9
1742,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11,173,92,11.257425742574258,0.06626801293990797,9
1744,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11,173,92,11.257425742574258,0.06626801293990797,9
1750,F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12,173,92,11.257425742574258,0.5514165277913926,9
1753,M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10,169,89,11.663157894736845,2.7660941828254932,9
1757,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11,173,92,11.257425742574258,0.06626801293990797,9
1758,M,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11,169,89,11.663157894736845,0.43977839335180385,9
1761,M,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12,169,89,11.663157894736845,0.11346260387811466,9
1762,M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12,169,89,11.663157894736845,0.11346260387811466,9
1766,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7,263,163,8.833333333333334,3.3611111111111134,9
1767,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,212,127,9.066666666666666,4.27111111111111,9
1769,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7,212,127,9.066666666666666,4.27111111111111,9
1772,I,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8,246,150,8.5,0.25,9
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9,169,89,11.663157894736845,7.0924099722991825,9
1782,M,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10,169,89,11.663157894736845,2.7660941828254932,9
1785,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8,263,163,8.833333333333334,0.6944444444444454,9
1788,F,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10,173,92,11.257425742574258,1.5811194980884233,9
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,173,92,11.257425742574258,5.095970983236938,9
1790,F,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10,173,92,11.257425742574258,1.5811194980884233,9
1791,M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10,169,89,11.663157894736845,2.7660941828254932,9
1794,I,0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10,246,150,8.5,2.25,9
1798,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11,169,89,11.663157894736845,0.43977839335180385,9
1799,M,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9,169,89,11.663157894736845,7.0924099722991825,9
1801,M,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10,169,89,11.663157894736845,2.7660941828254932,9
1807,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11,169,89,11.663157894736845,0.43977839335180385,9
1809,F,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8,173,92,11.257425742574258,10.610822468385454,9
1814,M,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10,169,89,11.663157894736845,2.7660941828254932,9
1815,F,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11,173,92,11.257425742574258,0.06626801293990797,9
1818,F,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10,173,92,11.257425742574258,1.5811194980884233,9
1824,I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5,246,150,8.5,12.25,9
1825,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4,246,150,8.5,20.25,9
1826,I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,246,150,8.5,2.25,9
1829,I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6,246,150,8.5,6.25,9
1833,I,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6,246,150,8.5,6.25,9
1834,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7,246,150,8.5,2.25,9
1839,I,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,11,246,150,8.5,6.25,9
1842,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,7,246,150,8.5,2.25,9
1845,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8,246,150,8.5,0.25,9
1852,I,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8,246,150,8.5,0.25,9
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11,246,150,8.5,6.25,9
1858,F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10,263,163,8.833333333333334,1.3611111111111098,9
1862,I,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8,246,150,8.5,0.25,9
1864,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9,246,150,8.5,0.25,9
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7,246,150,8.5,2.25,9
1872,I,0.53,0.395,0.13,0.575,0.247,0.115,0.183,9,246,150,8.5,0.25,9
1873,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9,246,150,8.5,0.25,9
1881,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6,246,150,8.5,6.25,9
1883,M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8,212,127,9.066666666666666,1.1377777777777773,9
1888,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11,263,163,8.833333333333334,4.694444444444442,9
1891,I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,175,95,12.10344827586207,9.631391200951251,9
1892,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9,169,89,11.663157894736845,7.0924099722991825,9
1896,M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9,169,89,11.663157894736845,7.0924099722991825,9
1903,M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10,169,89,11.663157894736845,2.7660941828254932,9
1905,I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10,246,150,8.5,2.25,9
1906,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,175,95,12.10344827586207,1.2175980975029737,9
1909,F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,263,163,8.833333333333334,0.027777777777777582,9
1912,I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10,175,95,12.10344827586207,4.424494649227112,9
1915,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11,173,92,11.257425742574258,0.06626801293990797,9
1917,M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10,169,89,11.663157894736845,2.7660941828254932,9
1924,F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8,173,92,11.257425742574258,10.610822468385454,9
1925,F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11,173,92,11.257425742574258,0.06626801293990797,9
1926,M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,169,89,11.663157894736845,0.43977839335180385,9
1931,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,169,89,11.663157894736845,7.0924099722991825,9
1932,F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11,173,92,11.257425742574258,0.06626801293990797,9
1934,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,169,89,11.663157894736845,7.0924099722991825,9
1936,M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11,169,89,11.663157894736845,0.43977839335180385,9
1940,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11,173,92,11.257425742574258,0.06626801293990797,9
1941,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,173,92,11.257425742574258,0.06626801293990797,9
1943,F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,173,92,11.257425742574258,0.06626801293990797,9
1944,F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11,173,92,11.257425742574258,0.06626801293990797,9
1946,M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12,169,89,11.663157894736845,0.11346260387811466,9
1947,M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12,169,89,11.663157894736845,0.11346260387811466,9
1949,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11,169,89,11.663157894736845,0.43977839335180385,9
1950,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10,173,92,11.257425742574258,1.5811194980884233,9
1951,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,173,92,11.257425742574258,1.5811194980884233,9
1953,M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,169,89,11.663157894736845,7.0924099722991825,9
1956,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,169,89,11.663157894736845,0.43977839335180385,9
1958,I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,175,95,12.10344827586207,4.424494649227112,9
1960,F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,173,92,11.257425742574258,1.5811194980884233,9
1962,F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10,173,92,11.257425742574258,1.5811194980884233,9
1964,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,173,92,11.257425742574258,1.5811194980884233,9
1966,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,173,92,11.257425742574258,1.5811194980884233,9
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,169,89,11.663157894736845,0.11346260387811466,9
1970,M,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11,169,89,11.663157894736845,0.43977839335180385,9
1971,F,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11,173,92,11.257425742574258,0.06626801293990797,9
1974,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10,169,89,11.663157894736845,2.7660941828254932,9
1976,M,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,169,89,11.663157894736845,1.7871468144044254,9
1977,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,173,92,11.257425742574258,3.036565042642877,9
1980,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,173,92,11.257425742574258,1.5811194980884233,9
1992,I,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,246,150,8.5,12.25,9
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,246,150,8.5,2.25,9
2003,I,0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,246,150,8.5,6.25,9
2004,I,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,246,150,8.5,2.25,9
2014,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10,246,150,8.5,2.25,9
2015,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8,246,150,8.5,0.25,9
2017,M,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12,212,127,9.066666666666666,8.604444444444447,9
2018,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,212,127,9.066666666666666,0.8711111111111115,9
2019,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9,246,150,8.5,0.25,9
2020,M,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9,212,127,9.066666666666666,0.004444444444444413,9
2022,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,263,163,8.833333333333334,0.027777777777777582,9
2030,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,169,89,11.663157894736845,2.7660941828254932,9
2033,M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,169,89,11.663157894736845,2.7660941828254932,9
2034,F,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,173,92,11.257425742574258,7.521713557494362,9
2036,I,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,246,150,8.5,12.25,9
2042,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,246,150,8.5,0.25,9
2044,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,263,163,8.833333333333334,3.3611111111111134,9
2045,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,246,150,8.5,0.25,9
2046,I,0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,246,150,8.5,2.25,9
2048,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,246,150,8.5,0.25,9
2049,I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,246,150,8.5,0.25,9
2051,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,263,163,8.833333333333334,0.6944444444444454,9
2053,M,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7,212,127,9.066666666666666,4.27111111111111,9
2054,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,212,127,9.066666666666666,4.27111111111111,9
2056,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,263,163,8.833333333333334,3.3611111111111134,9
2058,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,212,127,9.066666666666666,1.1377777777777773,9
2061,F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,263,163,8.833333333333334,0.6944444444444454,9
2062,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,212,127,9.066666666666666,4.27111111111111,9
2067,F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,263,163,8.833333333333334,0.027777777777777582,9
2068,F,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,263,163,8.833333333333334,0.027777777777777582,9
2070,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,246,150,8.5,6.25,9
2071,F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,263,163,8.833333333333334,0.027777777777777582,9
2077,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,263,163,8.833333333333334,0.6944444444444454,9
2080,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,169,89,11.663157894736845,7.0924099722991825,9
2091,F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,263,163,8.833333333333334,0.6944444444444454,9
2092,M,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,169,89,11.663157894736845,2.7660941828254932,9
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,246,150,8.5,2.25,9
2095,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,212,127,9.066666666666666,4.27111111111111,9
2097,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,212,127,9.066666666666666,4.27111111111111,9
2098,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,212,127,9.066666666666666,1.1377777777777773,9
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,263,163,8.833333333333334,1.3611111111111098,9
2100,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,246,150,8.5,2.25,9
2101,M,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,212,127,9.066666666666666,98.67111111111112,9
