,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,leafDecisionNode,leafParentNode,classPrediction,success,treeID
3852,M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12,205,121,14.5,6.25,7
3853,F,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9,202,118,9.0,0.0,7
3855,M,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8,134,67,8.0,0.0,7
3856,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,227,144,7.666666666666667,1.777777777777777,7
3858,F,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,47,20,14.2,4.839999999999997,7
3864,I,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5,226,143,7.114713216957606,4.472011989975186,7
3867,F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15,85,40,16.0,1.0,7
3869,F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,208,125,12.705882352941176,13.733564013840825,7
3871,F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,242,155,9.0,9.0,7
3873,I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5,226,143,7.114713216957606,4.472011989975186,7
3877,F,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,171,96,13.0,4.0,7
3879,F,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15,198,115,9.0,36.0,7
3881,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,244,157,10.714285714285714,0.510204081632652,7
3883,M,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10,224,141,13.333333333333334,11.111111111111114,7
3885,I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7,228,145,8.642857142857142,2.698979591836733,7
3892,F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13,209,126,13.5,0.25,7
3898,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10,63,28,8.0,4.0,7
3907,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13,206,123,10.647058823529411,5.536332179930798,7
3908,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,231,147,8.5,0.25,7
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13,223,140,13.0,0.0,7
3918,F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18,47,20,14.2,14.440000000000005,7
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,232,148,8.0,9.0,7
3920,M,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8,128,64,10.0,4.0,7
3922,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,207,124,9.571428571428571,0.1836734693877553,7
3923,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12,130,65,9.0,9.0,7
3927,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12,206,123,10.647058823529411,1.8304498269896208,7
3930,F,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21,167,93,9.666666666666666,128.44444444444446,7
3934,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5,226,143,7.114713216957606,4.472011989975186,7
3935,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11,224,141,13.333333333333334,5.444444444444447,7
3936,F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,86,40,13.0,0.0,7
3938,F,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10,237,150,9.5,0.25,7
3939,M,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,205,121,14.5,0.25,7
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11,224,141,13.333333333333334,5.444444444444447,7
3941,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,47,20,14.2,0.6400000000000011,7
3942,F,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11,85,40,16.0,25.0,7
3943,M,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14,181,102,12.0,4.0,7
3944,M,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20,181,102,12.0,64.0,7
3946,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13,205,121,14.5,2.25,7
3947,M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16,203,119,11.6,19.360000000000003,7
3951,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13,86,40,13.0,0.0,7
3954,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7,214,131,8.0,1.0,7
3958,F,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9,171,96,13.0,16.0,7
3959,F,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11,167,93,9.666666666666666,1.7777777777777795,7
3962,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10,41,18,11.57190635451505,2.4708895873647956,7
3966,I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6,226,143,7.114713216957606,1.2425855560599741,7
3969,I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6,74,34,8.0,4.0,7
3970,I,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6,74,34,8.0,4.0,7
3971,I,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,228,145,8.642857142857142,6.984693877551018,7
3973,I,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7,76,35,8.0,1.0,7
3974,I,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8,76,35,8.0,0.0,7
3980,F,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7,84,39,13.0,36.0,7
3984,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10,192,111,9.0,1.0,7
3985,M,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11,192,111,9.0,4.0,7
3986,F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10,167,93,9.666666666666666,0.11111111111111151,7
3990,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10,45,19,10.0,0.0,7
3993,M,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12,164,90,12.307692307692308,0.09467455621301817,7
3997,I,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6,227,144,7.666666666666667,2.7777777777777786,7
4000,I,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7,76,35,8.0,1.0,7
4004,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,222,139,12.75,7.5625,7
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12,193,112,7.333333333333333,21.777777777777782,7
4009,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8,194,112,8.0,0.0,7
4011,M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9,193,112,7.333333333333333,2.7777777777777786,7
4014,M,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10,196,113,9.0,1.0,7
4016,F,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9,167,93,9.666666666666666,0.44444444444444364,7
4017,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11,191,111,8.647058823529411,5.536332179930798,7
4019,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10,94,44,9.0,1.0,7
4020,F,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11,167,93,9.666666666666666,1.7777777777777795,7
4021,F,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10,41,18,11.57190635451505,2.4708895873647956,7
4025,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,227,144,7.666666666666667,0.44444444444444486,7
4027,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6,74,34,8.0,4.0,7
4028,I,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8,228,145,8.642857142857142,0.41326530612244833,7
4029,I,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7,228,145,8.642857142857142,2.698979591836733,7
4032,I,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8,234,149,10.0,4.0,7
4033,I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10,231,147,8.5,2.25,7
4034,M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7,136,68,9.0,4.0,7
4037,I,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10,61,27,14.0,16.0,7
4053,F,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10,47,20,14.2,17.639999999999993,7
4057,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11,41,18,11.57190635451505,0.32707687833469457,7
4058,F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10,41,18,11.57190635451505,2.4708895873647956,7
4060,I,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8,234,149,10.0,4.0,7
4064,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9,197,115,8.8,0.039999999999999716,7
4065,I,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6,74,34,8.0,4.0,7
4066,I,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,7,74,34,8.0,1.0,7
4071,I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,8,229,146,9.5,2.25,7
4075,M,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8,120,58,7.0,1.0,7
4077,I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9,232,148,8.0,1.0,7
4079,M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8,136,68,9.0,1.0,7
4084,F,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10,116,56,8.0,4.0,7
4085,M,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11,192,111,9.0,4.0,7
4091,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12,94,44,9.0,9.0,7
4092,F,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11,94,44,9.0,4.0,7
4093,M,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11,177,100,13.0,4.0,7
4094,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13,167,93,9.666666666666666,11.111111111111114,7
4095,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11,47,20,14.2,10.239999999999995,7
4096,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12,94,44,9.0,9.0,7
4098,F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9,47,20,14.2,27.039999999999992,7
4100,F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9,94,44,9.0,0.0,7
4107,I,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7,228,145,8.642857142857142,2.698979591836733,7
4110,M,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9,101,49,15.666666666666666,44.444444444444436,7
4111,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8,61,27,14.0,36.0,7
4112,F,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9,94,44,9.0,0.0,7
4114,F,0.57,0.45,0.15,0.9645,0.531,0.189,0.209,9,201,118,10.666666666666666,2.777777777777776,7
4117,F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9,197,115,8.8,0.039999999999999716,7
4119,I,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4,226,143,7.114713216957606,9.701438423890398,7
4120,M,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7,212,129,8.666666666666666,2.777777777777776,7
4122,I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8,229,146,9.5,2.25,7
4125,I,0.54,0.415,0.135,0.709,0.3195,0.174,0.185,9,232,148,8.0,1.0,7
4126,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11,120,58,7.0,16.0,7
4127,I,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10,233,148,9.333333333333334,0.44444444444444364,7
4130,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,114,55,9.0,1.0,7
4133,M,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11,114,55,9.0,4.0,7
4135,F,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11,170,96,9.0,4.0,7
4138,M,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11,177,100,13.0,4.0,7
4139,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10,47,20,14.2,17.639999999999993,7
4140,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10,170,96,9.0,1.0,7
4143,F,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13,94,44,9.0,16.0,7
4144,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11,167,93,9.666666666666666,1.7777777777777795,7
4145,M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11,167,93,9.666666666666666,1.7777777777777795,7
4147,M,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11,164,90,12.307692307692308,1.710059171597635,7
4150,I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7,226,143,7.114713216957606,0.013159122144762721,7
4151,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,6,227,144,7.666666666666667,2.7777777777777786,7
4152,I,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7,74,34,8.0,1.0,7
4154,I,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6,76,35,8.0,4.0,7
4156,M,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8,217,132,8.333333333333334,0.11111111111111151,7
4164,I,0.39,0.29,0.1,0.2845,0.1255,0.0635,0.081,7,74,34,8.0,1.0,7
4165,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7,228,145,8.642857142857142,2.698979591836733,7
4167,M,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9,214,131,8.0,1.0,7
4171,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8,120,58,7.0,1.0,7
4173,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10,138,69,8.0,4.0,7
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,32,14,13.25,10.5625,8
2527,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,33,15,13.56,12.673600000000004,8
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8,101,49,9.0,1.0,8
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,206,120,9.5,2.25,8
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,213,125,10.0,16.0,8
2104,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,190,106,11.0,0.0,8
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,206,120,9.5,20.25,8
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9,209,122,10.125,1.265625,8
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7,206,120,9.5,6.25,8
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,231,140,11.75,0.0625,8
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9,127,65,9.0,0.0,8
3508,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,32,14,13.25,18.0625,8
2795,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12,255,161,10.5,2.25,8
3306,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,206,120,9.5,0.25,8
3691,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,256,162,9.166666666666666,8.02777777777778,8
402,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,51,23,13.0,36.0,8
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,231,140,11.75,3.0625,8
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,255,161,10.5,6.25,8
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,214,126,10.0,1.0,8
2327,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13,176,95,13.0,0.0,8
1302,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,210,123,9.0,1.0,8
566,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,207,121,10.5,2.25,8
1258,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,213,125,10.0,4.0,8
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10,256,162,9.166666666666666,0.6944444444444454,8
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,98,47,8.0,49.0,8
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,217,129,14.2,27.039999999999992,8
2807,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13,152,80,15.0,4.0,8
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,32,14,13.25,18.0625,8
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10,67,31,15.25,27.5625,8
1609,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,127,65,9.0,1.0,8
3195,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18,67,31,15.25,7.5625,8
3010,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6,206,120,9.5,12.25,8
3539,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8,213,125,10.0,4.0,8
3945,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,203,117,7.076543209876543,1.1589452827312903,8
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,206,120,9.5,6.25,8
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6,214,126,10.0,16.0,8
2726,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,61,28,8.0,1.0,8
1824,I,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5,203,117,7.076543209876543,4.312031702484376,8
591,F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,187,104,9.666666666666666,0.44444444444444364,8
3793,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,82,39,10.923076923076923,9.467455621301774,8
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12,32,14,13.25,1.5625,8
4001,I,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6,127,65,9.0,9.0,8
1957,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16,156,81,7.0,81.0,8
1763,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12,245,150,11.449838187702266,0.3026780197107272,8
3531,I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7,61,28,8.0,1.0,8
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,213,125,10.0,9.0,8
3665,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,210,123,9.0,0.0,8
1160,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9,67,31,15.25,39.0625,8
604,I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12,209,122,10.125,3.515625,8
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,243,148,9.5,0.25,8
1928,F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12,254,159,9.5,6.25,8
572,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20,67,31,15.25,22.5625,8
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,169,89,10.0,1.0,8
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9,175,94,10.0,1.0,8
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8,208,122,10.0,4.0,8
4128,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8,237,143,12.0,16.0,8
2033,M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,33,15,13.56,12.673600000000004,8
1222,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,206,120,9.5,6.25,8
2630,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,206,120,9.5,12.25,8
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,206,120,9.5,12.25,8
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,127,65,9.0,1.0,8
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,239,146,11.5,6.25,8
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,245,150,11.449838187702266,73.10526701647447,8
2184,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,206,120,9.5,12.25,8
2814,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4,205,119,8.666666666666666,21.77777777777777,8
32,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18,152,80,15.0,9.0,8
3629,I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,205,119,8.666666666666666,7.111111111111108,8
3073,M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10,33,15,13.56,12.673600000000004,8
2806,F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,250,154,9.5,0.25,8
2706,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,250,154,9.5,2.25,8
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8,210,123,9.0,1.0,8
3560,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277,10,255,161,10.5,0.25,8
1129,M,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8,102,49,7.0,1.0,8
2336,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18,67,31,15.25,7.5625,8
1131,M,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8,182,99,8.666666666666666,0.44444444444444364,8
3346,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,207,121,10.5,12.25,8
3351,F,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,191,106,11.75,1.5625,8
1825,I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4,204,118,7.0,9.0,8
2666,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,183,100,8.25,0.0625,8
1711,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,255,161,10.5,2.25,8
1908,M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9,233,141,12.0,9.0,8
2678,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,255,161,10.5,12.25,8
392,F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,190,106,11.0,1.0,8
3964,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,205,119,8.666666666666666,13.44444444444444,8
3418,F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,32,14,13.25,27.5625,8
3184,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,79,37,9.0,16.0,8
3847,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9,179,96,12.0,9.0,8
3708,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,250,154,9.5,0.25,8
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,204,118,7.0,9.0,8
214,F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,190,106,11.0,9.0,8
1616,I,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,209,122,10.125,1.265625,8
76,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9,233,141,12.0,9.0,8
4109,M,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8,177,95,10.0,4.0,8
4141,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11,82,39,10.923076923076923,0.005917159763313568,8
1543,I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,206,120,9.5,6.25,8
3648,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,214,126,10.0,1.0,8
2677,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,200,114,8.5,0.25,8
3354,F,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,51,23,13.0,9.0,8
2693,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,256,162,9.166666666666666,0.027777777777777582,8
599,F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16,67,31,15.25,0.5625,8
1657,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,232,141,12.666666666666666,13.44444444444444,8
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,174,93,10.8,17.639999999999993,8
1354,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,41,18,10.5,0.25,8
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4,203,117,7.076543209876543,9.465118122237461,8
410,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,33,15,13.56,2.0735999999999986,8
2553,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,205,119,8.666666666666666,2.777777777777776,8
3431,I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,206,120,9.5,20.25,8
1551,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,206,120,9.5,6.25,8
2022,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,196,112,8.0,1.0,8
700,M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,170,90,7.5,20.25,8
3467,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,152,80,15.0,25.0,8
1856,I,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11,209,122,10.125,0.765625,8
416,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,160,83,10.0,100.0,8
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,190,106,11.0,1.0,8
3651,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,210,123,9.0,1.0,8
3895,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13,67,31,15.25,5.0625,8
331,F,0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,185,103,8.0,0.0,8
139,M,0.375,0.285,0.095,0.253,0.096,0.0575,0.0925,9,170,90,7.5,2.25,8
3711,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,256,162,9.166666666666666,3.3611111111111134,8
332,I,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5,206,120,9.5,20.25,8
3109,I,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7,206,120,9.5,6.25,8
3601,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,61,28,8.0,0.0,8
94,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15,79,37,9.0,36.0,8
3429,I,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,205,119,8.666666666666666,7.111111111111108,8
1756,F,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14,244,150,11.575971731448764,5.875913046735504,8
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,32,14,13.25,0.0625,8
1588,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,209,122,10.125,4.515625,8
1733,M,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9,256,162,9.166666666666666,0.027777777777777582,8
2703,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,256,162,9.166666666666666,3.3611111111111134,8
4115,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10,254,159,9.5,0.25,8
3248,M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,33,15,13.56,6.553600000000003,8
3240,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15,237,143,12.0,9.0,8
