,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID
220,8,6,0.788530465949821,0.33796940194714875,0.7351063829787235,0.10108303249097472,0.4123711340206186,0.5866666666666667,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.4986265269937014,0.45688946165074873,0.7318130241379383,Test8
235,8,6,0.8315412186379932,0.48678720445062584,0.6998817966903074,0.17870036101083034,0.5292096219931273,0.3466666666666667,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.285637313390662,0.45688946165074873,0.7304563973576685,Test8
302,3,6,0.8207885304659498,0.3188456189151599,0.26335697399527186,0.11552346570397111,0.5154639175257733,0.30666666666666664,0.4235294117647059,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.2478245379570114,Test8
511,8,6,0.4802867383512543,0.1888038942976356,0.7757683215130025,0.021660649819494584,0.8109965635738833,0.26666666666666666,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.45688946165074873,0.7410725229153631,Test8
393,2,4,0.9032258064516133,0.043810848400556324,0.019267139479905437,0.19314079422382674,0.3780068728522337,0.05333333333333334,0.7882352941176469,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.45688946165074734,0.22772374009625238,Test8
510,6,5,0.817204301075269,0.5719749652294853,0.8786052009456266,0.11552346570397111,0.48109965635738833,0.6266666666666667,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35767444427181594,0.45688946165074873,0.21956533695579677,Test8
392,1,3,0.817204301075269,0.9523643949930459,0.9643026004728134,0.11552346570397111,0.6082474226804124,0.37333333333333335,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4.27332721775054,0.4568894616416788,0.4280654636260947,Test8
26,7,4,0.8673835125448033,0.4015994436717663,0.7786052009456266,0.2075812274368231,0.5085910652920963,0.25333333333333335,0.5764705882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.35420995110992104,Test8
252,6,5,0.8924731182795699,0.5385952712100139,0.7770685579196218,0.23104693140794225,0.6151202749140895,0.29333333333333333,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19062035960864973,0.45688946165074873,0.2221329578259525,Test8
184,8,6,0.9211469534050183,0.46349095966620296,0.6825059101654848,0.25992779783393505,0.5704467353951891,0.25333333333333335,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0744289998562917,0.45688946165074873,0.7248858989387057,Test8
56,4,3,0.7921146953405018,0.2722531293463143,0.8521276595744682,0.10108303249097472,0.4673539518900344,0.64,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.45688946165074873,0.09577031592283858,Test8
420,8,8,0.8422939068100361,0.6571627260083449,0.740661938534279,0.12815884476534295,0.7560137457044674,0.28,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.229824370102736,0.45688946165074873,1.1488473198238052,Test8
272,2,5,0.8566308243727598,0.5222531293463143,0.7670212765957448,0.24548736462093865,0.5498281786941581,0.4266666666666667,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4085449700547104,0.45688946165074873,0.2320934662516612,Test8
27,7,4,0.8136200716845882,0.43150208623087616,0.8004728132387707,0.11371841155234658,0.5223367697594502,0.44,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.3676940082392589,Test8
130,4,6,0.0,0.06641168289290682,0.09208037825059102,0.0018050541516245503,0.3848797250859107,0.3333333333333333,0.21176470588235297,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.2419730616682667,Test8
424,8,6,0.9139784946236562,0.7952016689847009,0.8342789598108747,0.13898916967509026,0.7800687285223368,0.21333333333333335,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7850704810772584,0.45688946165074873,0.7339062545154804,Test8
376,8,6,0.8566308243727598,0.7114047287899861,0.7840425531914894,0.13537906137184114,0.5807560137457046,0.52,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.7417183041129742,Test8
127,3,5,0.906810035842294,0.510778859527121,0.8502364066193854,0.1335740072202166,0.44673539518900346,0.37333333333333335,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.12580547304537157,Test8
25,7,4,0.8315412186379932,0.48678720445062584,0.6998817966903074,0.17870036101083034,0.4158075601374571,0.6,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.45688946165074873,0.35655832557921424,Test8
513,2,4,0.4802867383512543,0.1888038942976356,0.7757683215130025,0.021660649819494584,0.6082474226804124,0.7466666666666667,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.012592060349841,0.45688946165074784,0.20969363112317502,Test8
124,3,4,0.935483870967742,0.28755215577190535,0.8073286052009456,0.2743682310469314,0.5360824742268042,0.4666666666666667,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.09114480975640547,Test8
172,7,4,0.8315412186379932,0.48678720445062584,0.6998817966903074,0.17870036101083034,0.5463917525773198,0.32,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3190856114264407,0.45688946165074873,0.35479222394854937,Test8
35,6,3,0.7921146953405018,0.2722531293463143,0.8521276595744682,0.10108303249097472,0.48109965635738833,0.6266666666666667,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.45688946165074873,0.22721829375450964,Test8
201,6,5,0.7849462365591398,0.12239221140472879,0.08794326241134752,0.11732851985559567,0.281786941580756,0.52,0.31764705882352945,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5726122302071057,0.45688946165074873,0.23953627717370374,Test8
298,8,6,0.824372759856631,0.5055632823365785,0.43486997635933805,0.21660649819494585,0.5292096219931273,0.37333333333333335,0.47058823529411764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.45688946165074873,0.7541352935861487,Test8
67,2,2,0.8673835125448033,0.4015994436717663,0.7786052009456266,0.2075812274368231,0.5292096219931273,0.24,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.4568894616440971,0.335603272147321,Test8
23,7,4,0.788530465949821,0.377260083449235,0.6242316784869977,0.09927797833935019,0.5257731958762887,0.37333333333333335,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.3467654376718345,Test8
319,5,4,0.881720430107527,0.40542420027816406,0.915130023640662,0.12274368231046931,0.597938144329897,0.17333333333333334,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.6882490928583902,0.45688946165074873,0.09455514979647925,Test8
267,2,2,0.8566308243727598,0.5222531293463143,0.7670212765957448,0.24548736462093865,0.6701030927835052,0.12,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.456889461647732,0.34071939250465466,Test8
129,2,5,0.8745519713261648,0.15333796940194713,0.8067375886524822,0.14620938628158847,0.3848797250859107,0.26666666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.45688946165074873,0.26226660925392886,Test8
18,6,4,0.752688172043011,0.08866481223922114,0.0726950354609929,0.10108303249097472,0.4020618556701031,0.26666666666666666,0.3647058823529412,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.45688946165074873,0.20583729065659237,Test8
153,5,4,0.935483870967742,0.28755215577190535,0.8073286052009456,0.2743682310469314,0.5463917525773198,0.4266666666666667,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9001613499442714,0.45688946165074873,0.08448788885138649,Test8
19,6,4,0.6487455197132617,0.08692628650904033,0.10378250591016548,0.07942238267148014,0.17525773195876293,0.38666666666666666,0.4235294117647059,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.21438531954835252,Test8
9,7,5,0.870967741935484,0.2976356050069541,0.814775413711584,0.11552346570397111,0.6391752577319588,0.3333333333333333,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.38621888238668767,Test8
314,4,4,0.8745519713261648,0.3929068150208623,0.907565011820331,0.14620938628158847,0.5326460481099656,0.3466666666666667,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9477893989335261,0.45688946165074873,0.06322876534076935,Test8
494,6,6,0.9964157706093192,0.5618915159944367,0.7490543735224586,0.240072202166065,0.9140893470790379,0.2,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2607208888953467,0.45688946165074873,0.32404712014084597,Test8
28,6,3,0.9032258064516133,0.49721835883171067,0.841725768321513,0.1335740072202166,0.8934707903780069,0.12,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.22724329652799047,Test8
274,8,6,0.5663082437275987,0.08831710709318498,0.40815602836879433,0.08303249097472924,0.030927835051546376,0.6133333333333333,0.8352941176470587,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5006159434931803,0.45688946165074873,0.7739632811750816,Test8
474,4,3,0.8888888888888891,0.35257301808066754,0.36335697399527184,0.18231046931407946,0.7628865979381444,0.26666666666666666,0.21176470588235297,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.405141681319138,0.45688946165074873,0.11606782230827051,Test8
227,8,6,0.8602150537634411,0.27607788595271204,0.5573286052009456,0.20216606498194947,0.5463917525773198,0.25333333333333335,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.08260930600368,0.45688946165074873,0.7216098021789158,Test8
16,5,5,0.8422939068100361,0.11613351877607787,0.08451536643026004,0.12815884476534295,0.3745704467353952,0.16,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.13160686045667114,Test8
162,6,3,0.8028673835125447,0.16585535465924894,0.10768321513002366,0.12815884476534295,0.3780068728522337,0.21333333333333335,0.8941176470588235,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0784095813505903,0.45688946165074873,0.23851720344676086,Test8
451,1,4,0.7992831541218639,0.6759388038942976,0.757210401891253,0.28158844765342966,0.2611683848797251,0.9733333333333334,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.3711778844596574,0.4568894616506435,0.3852674505227536,Test8
137,3,6,0.8136200716845882,0.43150208623087616,0.8004728132387707,0.11371841155234658,0.3917525773195876,0.68,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.2407153043759218,Test8
482,3,4,0.9569892473118283,0.4447148817802503,0.6829787234042554,0.24187725631768955,0.6597938144329897,0.3333333333333333,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8285518175661483,0.45688946165074873,0.09274800547073069,Test8
78,1,2,0.7849462365591398,0.36717663421418634,0.6152482269503546,0.21299638989169678,0.3608247422680413,0.68,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.456889460133373,0.5099534956426091,Test8
146,5,4,0.7849462365591398,0.12969401947148818,0.09137115839243498,0.09927797833935019,0.30927835051546393,0.3333333333333333,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6678293725756554,0.45688946165074873,0.10843958178144597,Test8
263,6,3,0.8207885304659498,0.4822670375521557,0.7326241134751774,0.11552346570397111,0.5189003436426117,0.32,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9400072584914712,0.45688946165074873,0.21479022137250714,Test8
147,8,3,0.5806451612903228,0.24687065368567454,0.7832151300236407,0.04512635379061372,0.6872852233676976,0.17333333333333334,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6729444732424258,0.45688946165074873,0.637339409156601,Test8
294,8,6,0.8637992831541219,0.30041724617524335,0.5101654846335697,0.1407942238267148,0.44329896907216504,0.6933333333333334,0.31764705882352945,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0241930674493576,0.45688946165074873,0.7447047707206549,Test8
436,8,6,0.8566308243727598,0.7114047287899861,0.7840425531914894,0.13537906137184114,0.7766323024054984,0.26666666666666666,0.047058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.43178241642553783,0.45688946165074873,0.746191638905938,Test8
349,5,4,0.8566308243727598,0.3358831710709318,0.8699763593380615,0.16064981949458484,0.29553264604811,0.6533333333333333,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9707789171582248,0.45688946165074873,0.08852505155989118,Test8
411,7,4,0.5878136200716845,0.0027816411682892914,0.040543735224586284,0.04693140794223826,0.1374570446735395,0.5066666666666667,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7263316639055997,0.45688946165074873,0.4041044337845215,Test8
254,6,3,0.8387096774193548,0.47183588317107084,0.7238770685579198,0.10108303249097472,0.5051546391752577,0.3466666666666667,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.428336298299606,0.45688946165074873,0.22055467278319774,Test8
138,9,9,0.6308243727598566,0.15959666203059802,0.35945626477541365,0.05776173285198556,0.4742268041237114,0.36,0.21176470588235297,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3074846997479606,0.45688946165074873,1.7767286852664883,Test8
194,2,2,0.9534050179211471,0.3682197496522948,0.7539007092198582,0.29422382671480146,0.7010309278350517,0.09333333333333334,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.3988039507345884,0.45688946164812666,0.34056370197673624,Test8
50,4,4,0.8853046594982082,0.4680111265646731,0.8239952718676123,0.15342960288808666,0.5704467353951891,0.02666666666666667,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.45688946165074873,0.06676437103176398,Test8
464,6,4,0.24731182795698903,0.006954102920723228,0.008156028368794324,0.021660649819494584,0.030927835051546376,0.8266666666666667,0.5294117647058824,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.144222799920162,0.45688946165074873,0.24907749834337156,Test8
46,5,6,0.8136200716845882,0.43150208623087616,0.8004728132387707,0.11371841155234658,0.3608247422680413,0.7333333333333333,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.23561094285241163,Test8
232,6,4,0.817204301075269,0.441933240611961,0.8076832151300237,0.11371841155234658,0.4982817869415808,0.37333333333333335,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.648133885420207,0.45688946165074873,0.19042585900108405,Test8
68,2,2,0.8673835125448033,0.4015994436717663,0.7786052009456266,0.2075812274368231,0.5292096219931273,0.24,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.456889461644408,0.33689883445468827,Test8
509,5,4,0.817204301075269,0.5719749652294853,0.8786052009456266,0.11552346570397111,0.5807560137457046,0.7466666666666667,0.7882352941176469,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1537315878891892,0.45688946165074873,0.12716413366295534,Test8
158,2,4,0.8566308243727598,0.3783031988873435,0.7621749408983453,0.16064981949458484,0.5601374570446737,0.26666666666666666,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9707789171582248,0.4568894616507478,0.19827453636698175,Test8
204,5,6,0.8028673835125447,0.16585535465924894,0.10768321513002366,0.12815884476534295,0.3745704467353952,0.6533333333333333,0.3647058823529412,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.7073833121145063,0.45688946165074873,0.23397033655709107,Test8
126,3,5,0.6953405017921146,0.17315716272600834,0.11170212765957446,0.07761732851985559,0.16494845360824742,0.4533333333333333,0.15294117647058827,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.15227758284544274,Test8
40,4,4,0.40501792114695345,0.2023643949930459,0.42245862884160756,0.01444043321299639,0.6563573883161513,0.29333333333333333,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.45688946165074873,0.07497882856484406,Test8
363,4,3,0.8494623655913982,0.3800417246175243,0.8995271867612293,0.10469314079422383,0.4020618556701031,0.5066666666666667,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3686394258811698,0.45688946165074873,0.09675705273115534,Test8
507,2,4,0.817204301075269,0.5719749652294853,0.8786052009456266,0.11552346570397111,0.7457044673539519,0.3466666666666667,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.4568894616507481,0.1976298113526048,Test8
79,1,2,0.817204301075269,0.4130737134909596,0.6528368794326241,0.11371841155234658,0.597938144329897,0.05333333333333334,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.45688946100337663,0.5166672074318428,Test8
179,8,6,0.7383512544802867,0.5038247566063978,0.7153664302600473,0.14981949458483756,0.35051546391752575,0.68,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8293763327993617,0.45688946165074873,0.7340798637059393,Test8
407,4,5,0.5913978494623657,0.020166898470097352,0.05401891252955083,0.039711191335740074,0.3436426116838488,0.41333333333333333,0.3647058823529412,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.1178085799281855,Test8
354,7,4,0.8566308243727598,0.3358831710709318,0.8699763593380615,0.16064981949458484,0.4982817869415808,0.4666666666666667,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.9416152247724325,0.45688946165074873,0.35659039811185805,Test8
30,6,3,0.935483870967742,0.28755215577190535,0.8073286052009456,0.2743682310469314,0.7285223367697595,0.12,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.22393981082356124,Test8
159,7,4,0.8673835125448033,0.4015994436717663,0.7786052009456266,0.2075812274368231,0.5085910652920963,0.25333333333333335,0.5764705882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9895411936137477,0.45688946165074873,0.35420995110992104,Test8
10,7,5,0.870967741935484,0.2976356050069541,0.814775413711584,0.11552346570397111,0.4673539518900344,0.48,0.7411764705882353,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.3895781605017361,Test8
188,6,4,0.8100358422939069,0.1373435326842837,0.0946808510638298,0.12996389891696752,0.31271477663230246,0.36,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.128231705849268,0.45688946165074873,0.20155961838808345,Test8
477,4,3,0.9139784946236562,0.3438803894297635,0.4894799054373522,0.2527075812274368,0.752577319587629,0.4,0.3647058823529412,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1234584270966104,0.45688946165074873,0.10269303534283854,Test8
193,4,5,0.8853046594982082,0.4551460361613352,0.8159574468085107,0.15342960288808666,0.6907216494845362,0.13333333333333333,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3427668826268775,0.45688946165074873,0.09613036883818675,Test8
213,7,3,0.6953405017921146,0.17315716272600834,0.11170212765957446,0.07761732851985559,0.23367697594501718,0.41333333333333333,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3446270301737613,0.45688946165074873,0.41420762402567596,Test8
454,3,4,0.8387096774193548,0.8553546592489568,0.8800236406619385,0.10108303249097472,0.43298969072164956,0.5466666666666666,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.45688946165074873,0.10294007217267163,Test8
74,5,4,0.899641577060932,0.4826147426981918,0.8328605200945627,0.23826714801444046,0.8041237113402063,0.2,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.09350487538577905,Test8
142,8,6,0.7849462365591398,0.36717663421418634,0.6152482269503546,0.21299638989169678,0.584192439862543,0.48,0.9411764705882353,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4762341789963716,0.45688946165074873,0.7336992532579992,Test8
176,6,5,0.47670250896057353,0.023296244784422805,0.05425531914893618,0.036101083032490974,0.0549828178694158,0.52,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.724550719534605,0.45688946165074873,0.2674532660702742,Test8
355,4,4,0.8566308243727598,0.3358831710709318,0.8699763593380615,0.16064981949458484,0.5704467353951891,0.26666666666666666,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.643333886382519,0.45688946165074873,0.05363868467893979,Test8
470,5,4,0.817204301075269,0.04242002781641168,0.019267139479905437,0.2093862815884477,0.4604810996563575,0.16,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.45688946165074873,0.1234103010996598,Test8
485,2,4,0.9605734767025091,0.4627955493741307,0.693853427895981,0.37184115523465705,0.9072164948453609,0.17333333333333334,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.1216775615991057,0.45688946165074823,0.21077931221889024,Test8
437,8,6,0.759856630824373,0.8734353268428372,0.8972813238770686,0.1624548736462094,0.3436426116838488,0.7733333333333333,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.45688946165074873,0.7411303746074286,Test8
42,4,4,0.9534050179211471,0.3682197496522948,0.7539007092198582,0.29422382671480146,0.4261168384879726,0.52,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.45688946165074873,0.054786742436521776,Test8
331,7,4,0.824372759856631,0.4242002781641168,0.9290780141843972,0.1407942238267148,0.5945017182130585,0.17333333333333334,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.8118094353930627,0.45688946165074873,0.3552234527590045,Test8
219,6,5,0.7849462365591398,0.12969401947148818,0.09137115839243498,0.09927797833935019,0.3780068728522337,0.16,0.25882352941176473,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.492256112609122,0.45688946165074873,0.24385484754262657,Test8
63,2,2,0.788530465949821,0.33796940194714875,0.7351063829787235,0.10108303249097472,0.5704467353951891,0.24,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.45688946164264743,0.33779407662021527,Test8
17,8,5,0.5985663082437279,0.10570236439499303,0.7741134751773051,0.04151624548736462,0.429553264604811,0.4266666666666667,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.6589130284052798,Test8
341,8,6,0.8494623655913982,0.3800417246175243,0.8995271867612293,0.10469314079422383,0.39518900343642616,0.48,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.45688946165074873,0.7428265420287952,Test8
5,8,6,0.8637992831541219,0.28824756606397767,0.565839243498818,0.2527075812274368,0.6185567010309279,0.18666666666666668,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.45688946165074873,0.7310772045414586,Test8
111,3,4,0.8422939068100361,0.10744089012517384,0.0806146572104019,0.14981949458483756,0.5017182130584193,0.04,0.4235294117647059,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.45688946165074873,0.1073217203840081,Test8
150,6,5,0.870967741935484,0.1877607788595271,0.5011820330969267,0.11552346570397111,0.6529209621993127,0.32,0.5294117647058824,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7839015438284094,0.45688946165074873,0.23815845001104854,Test8
433,2,4,0.9103942652329748,0.8091098748261473,0.8437352245862885,0.1696750902527076,0.5738831615120276,0.68,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7936160894318567,0.4568894616507483,0.209192307221271,Test8
256,8,6,0.9318996415770612,0.3991655076495132,0.6758865248226951,0.18592057761732853,0.6769759450171822,0.3466666666666667,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.199444334074532,0.45688946165074873,0.7248745385649362,Test8
276,4,4,0.6164874551971329,0.0799721835883171,0.4023640661938534,0.03429602888086643,0.013745704467353934,0.08,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.93651291389402,0.45688946165074873,0.1038797896739125,Test8
260,2,4,0.9103942652329748,0.33205841446453405,0.6296690307328606,0.2472924187725632,0.8281786941580757,0.22666666666666666,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2874714551839976,0.4568894616507481,0.20553522833403784,Test8
87,1,2,0.8853046594982082,0.4680111265646731,0.8239952718676123,0.15342960288808666,0.6254295532646048,0.25333333333333335,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.4568894607929683,0.5197970880523731,Test8
